player_name,season,wk,Game_date,OPP,Result,AST,PDEF
Gabe Nabers,Regular Season,7,10/25/2020,Jaguars,W 39 - 29,,0
Gabe Nabers,Regular Season,2,09/20/2020,Chiefs,L 20 - 23,,
Gabe Nabers,Regular Season,1,09/13/2020,Bengals,W 16 - 13,,
Gabe Nabers,Regular Season,5,10/13/2020,Saints,L 27 - 30,,
Gabe Nabers,Regular Season,4,10/04/2020,Buccaneers,L 31 - 38,4,1
Collin Johnson,Regular Season,16,12/27/2020,Bears,L 17 - 41,,
Collin Johnson,Regular Season,15,12/20/2020,Ravens,L 14 - 40,8,
Collin Johnson,Regular Season,14,12/13/2020,Titans,L 10 - 31,16.5,
Collin Johnson,Regular Season,13,12/06/2020,Vikings,L 24 - 27,16.5,
Collin Johnson,Regular Season,12,11/29/2020,Browns,L 25 - 27,24,
Collin Johnson,Regular Season,11,11/22/2020,Steelers,L 3 - 27,,
Collin Johnson,Regular Season,10,11/15/2020,Packers,L 20 - 24,,
Collin Johnson,Regular Season,9,11/08/2020,Texans,L 25 - 27,9,
Collin Johnson,Regular Season,3,09/25/2020,Dolphins,L 13 - 31,3,
Collin Johnson,Regular Season,7,10/25/2020,Chargers,L 29 - 39,13,
Collin Johnson,Regular Season,2,09/20/2020,Titans,L 30 - 33,,
Collin Johnson,Regular Season,6,10/18/2020,Lions,L 16 - 34,,
Collin Johnson,Regular Season,5,10/11/2020,Texans,L 14 - 30,10,
Collin Johnson,Regular Season,4,10/04/2020,Bengals,L 25 - 33,,
Collin Johnson,Regular Season,1,09/13/2020,Colts,W 27 - 20,14,
Danny Johnson,Regular Season,17,01/04/2021,Eagles,W 20 - 14,,
Danny Johnson,Regular Season,16,12/27/2020,Panthers,L 13 - 20,,
Danny Johnson,Regular Season,15,12/20/2020,Seahawks,L 15 - 20,1,0
Danny Johnson,Regular Season,14,12/13/2020,49ers,W 23 - 15,,
Danny Johnson,Regular Season,13,12/07/2020,Steelers,W 23 - 17,,
Danny Johnson,Regular Season,12,11/26/2020,Cowboys,W 41 - 16,,
Danny Johnson,Regular Season,11,11/22/2020,Bengals,W 20 - 9,,
Danny Johnson,Regular Season,10,11/15/2020,Lions,L 27 - 30,,
Danny Johnson,Regular Season,9,11/08/2020,Giants,L 20 - 23,,
Danny Johnson,Regular Season,3,09/27/2020,Browns,L 20 - 34,,
Danny Johnson,Regular Season,7,10/25/2020,Cowboys,W 25 - 3,,
Danny Johnson,Regular Season,2,09/20/2020,Cardinals,L 15 - 30,,
Danny Johnson,Regular Season,6,10/18/2020,Giants,L 19 - 20,0,0
Danny Johnson,Regular Season,1,09/13/2020,Eagles,W 27 - 17,,
Danny Johnson,Regular Season,5,10/11/2020,Rams,L 10 - 30,0,0
Danny Johnson,Regular Season,4,10/04/2020,Ravens,L 17 - 31,,
Danny Johnson,Post Season,1,01/10/2021,Buccaneers,L 23 - 31,,
David Johnson,Regular Season,17,01/03/2021,Titans,L 38 - 41,6,3
David Johnson,Regular Season,16,12/27/2020,Bengals,L 31 - 37,10.7,3
David Johnson,Regular Season,15,12/20/2020,Colts,L 20 - 27,3.4,11
David Johnson,Regular Season,13,12/06/2020,Colts,L 20 - 26,4.4,0
David Johnson,Regular Season,9,11/08/2020,Jaguars,W 27 - 25,8,0
David Johnson,Regular Season,7,10/25/2020,Packers,L 20 - 35,3,4
David Johnson,Regular Season,2,09/20/2020,Ravens,L 16 - 33,3.1,2
David Johnson,Regular Season,6,10/18/2020,Titans,L 36 - 42,3,1
David Johnson,Regular Season,1,09/11/2020,Chiefs,L 20 - 34,7,3
David Johnson,Regular Season,5,10/11/2020,Jaguars,W 30 - 14,5.6,2
David Johnson,Regular Season,4,10/04/2020,Vikings,L 23 - 31,3.9,2
David Johnson,Regular Season,3,09/27/2020,Steelers,L 21 - 28,1.8,2
D'Ernest Johnson,Regular Season,17,01/03/2021,Steelers,W 24 - 22,,
D'Ernest Johnson,Regular Season,16,12/27/2020,Jets,L 16 - 23,,
D'Ernest Johnson,Regular Season,15,12/21/2020,Giants,W 20 - 6,6,
D'Ernest Johnson,Regular Season,14,12/15/2020,Ravens,L 42 - 47,,
D'Ernest Johnson,Regular Season,13,12/06/2020,Titans,W 41 - 35,,1
D'Ernest Johnson,Regular Season,12,11/29/2020,Jaguars,W 27 - 25,,
D'Ernest Johnson,Regular Season,11,11/22/2020,Eagles,W 22 - 17,,
D'Ernest Johnson,Regular Season,10,11/15/2020,Texans,W 10 - 7,,
D'Ernest Johnson,Regular Season,8,11/01/2020,Raiders,L 6 - 16,3,1
D'Ernest Johnson,Regular Season,7,10/25/2020,Bengals,W 37 - 34,3,
D'Ernest Johnson,Regular Season,6,10/18/2020,Steelers,L 7 - 38,0.3,0
John Johnson,Regular Season,17,01/03/2021,Cardinals,W 18 - 7,0,0
Jakob Johnson,Regular Season,17,01/03/2021,Jets,W 28 - 14,,
D'Ernest Johnson,Regular Season,5,10/11/2020,Colts,W 32 - 23,4,1
D'Ernest Johnson,Regular Season,4,10/04/2020,Cowboys,W 49 - 38,7.3,
D'Ernest Johnson,Regular Season,3,09/27/2020,Football Team,W 34 - 20,,
D'Ernest Johnson,Regular Season,2,09/18/2020,Bengals,W 35 - 30,,
D'Ernest Johnson,Regular Season,1,09/13/2020,Ravens,L 6 - 38,5,
D'Ernest Johnson,Post Season,2,01/17/2021,Chiefs,L 17 - 22,,
D'Ernest Johnson,Post Season,1,01/11/2021,Steelers,W 48 - 37,,
John Johnson,Regular Season,16,12/27/2020,Seahawks,L 9 - 20,1,0
John Johnson,Regular Season,15,12/20/2020,Jets,L 20 - 23,1,0
John Johnson,Regular Season,14,12/11/2020,Patriots,W 24 - 3,3,0
John Johnson,Regular Season,13,12/06/2020,Cardinals,W 38 - 28,1,0
John Johnson,Regular Season,12,11/29/2020,49ers,L 20 - 23,1,2
John Johnson,Regular Season,11,11/24/2020,Buccaneers,W 27 - 24,3,1
John Johnson,Regular Season,10,11/15/2020,Seahawks,W 23 - 16,0,0
John Johnson,Regular Season,8,11/01/2020,Dolphins,L 17 - 28,2,0
John Johnson,Regular Season,3,09/27/2020,Bills,L 32 - 35,2,1
Jakob Johnson,Regular Season,16,12/29/2020,Bills,L 9 - 38,,
Jakob Johnson,Regular Season,15,12/20/2020,Dolphins,L 12 - 22,,0
Jakob Johnson,Regular Season,14,12/11/2020,Rams,L 3 - 24,,
Jakob Johnson,Regular Season,13,12/06/2020,Chargers,W 45 - 0,,1
Jakob Johnson,Regular Season,12,11/29/2020,Cardinals,W 20 - 17,,
Jakob Johnson,Regular Season,11,11/22/2020,Texans,L 20 - 27,,
Jakob Johnson,Regular Season,10,11/16/2020,Ravens,W 23 - 17,,2
Jakob Johnson,Regular Season,9,11/10/2020,Jets,W 30 - 27,,2
Jakob Johnson,Regular Season,8,11/01/2020,Bills,L 21 - 24,,
Jakob Johnson,Regular Season,3,09/27/2020,Raiders,W 36 - 20,,1
Jakob Johnson,Regular Season,7,10/25/2020,49ers,L 6 - 33,,1
Jakob Johnson,Regular Season,6,10/18/2020,Broncos,L 12 - 18,,
John Johnson,Regular Season,7,10/27/2020,Bears,W 24 - 10,2,1
John Johnson,Regular Season,6,10/19/2020,49ers,L 16 - 24,8,0
John Johnson,Regular Season,1,09/14/2020,Cowboys,W 20 - 17,1,0
John Johnson,Regular Season,5,10/11/2020,Football Team,W 30 - 10,1,1
John Johnson,Regular Season,4,10/04/2020,Giants,W 17 - 9,2,0
John Johnson,Regular Season,2,09/20/2020,Eagles,W 37 - 19,4,2
John Johnson,Post Season,2,01/16/2021,Packers,L 18 - 32,1,1
John Johnson,Post Season,1,01/09/2021,Seahawks,W 30 - 20,0,1
Jakob Johnson,Regular Season,1,09/13/2020,Dolphins,W 21 - 11,,
Jakob Johnson,Regular Season,4,10/05/2020,Chiefs,L 10 - 26,,
Jakob Johnson,Regular Season,2,09/21/2020,Seahawks,L 30 - 35,,1
Dontae Johnson,Regular Season,17,01/03/2021,Seahawks,L 23 - 26,2,0
Dontae Johnson,Regular Season,16,12/26/2020,Cardinals,W 20 - 12,,
Dontae Johnson,Regular Season,15,12/20/2020,Cowboys,L 33 - 41,,
Dontae Johnson,Regular Season,14,12/13/2020,Football Team,L 15 - 23,1,0
Dontae Johnson,Regular Season,13,12/08/2020,Bills,L 24 - 34,1,1
Dontae Johnson,Regular Season,12,11/29/2020,Rams,W 23 - 20,,
Dontae Johnson,Regular Season,10,11/15/2020,Saints,L 13 - 27,0,0
Dontae Johnson,Regular Season,9,11/06/2020,Packers,L 17 - 34,,
Dontae Johnson,Regular Season,8,11/01/2020,Seahawks,L 27 - 37,0,0
Dontae Johnson,Regular Season,3,09/27/2020,Giants,W 36 - 9,0,1
Dontae Johnson,Regular Season,7,10/25/2020,Patriots,W 33 - 6,1,0
Dontae Johnson,Regular Season,2,09/20/2020,Jets,W 31 - 13,0,0
Dontae Johnson,Regular Season,6,10/19/2020,Rams,W 24 - 16,,
Dontae Johnson,Regular Season,1,09/13/2020,Cardinals,L 20 - 24,,
Dontae Johnson,Regular Season,5,10/11/2020,Dolphins,L 17 - 43,,
Dontae Johnson,Regular Season,4,10/05/2020,Eagles,L 20 - 25,1,1
Jaylon Johnson,Regular Season,17,01/03/2021,Packers,L 16 - 35,,
Jaylon Johnson,Regular Season,16,12/27/2020,Jaguars,W 41 - 17,,
Jaylon Johnson,Regular Season,15,12/20/2020,Vikings,W 33 - 27,,
Jaylon Johnson,Regular Season,14,12/13/2020,Texans,W 36 - 7,0,0
Jaylon Johnson,Regular Season,13,12/06/2020,Lions,L 30 - 34,1,1
Jaylon Johnson,Regular Season,12,11/30/2020,Packers,L 25 - 41,3,1
Jaylon Johnson,Regular Season,10,11/17/2020,Vikings,L 13 - 19,0,1
Jaylon Johnson,Regular Season,9,11/08/2020,Titans,L 17 - 24,1,2
Jaylon Johnson,Regular Season,8,11/01/2020,Saints,L 23 - 26,0,0
Jaylon Johnson,Regular Season,7,10/27/2020,Rams,L 10 - 24,0,1
Jaylon Johnson,Regular Season,2,09/20/2020,Giants,W 17 - 13,1,2
Jaylon Johnson,Regular Season,6,10/18/2020,Panthers,W 23 - 16,2,2
Jaylon Johnson,Regular Season,5,10/09/2020,Buccaneers,W 20 - 19,0,0
Jaylon Johnson,Regular Season,4,10/04/2020,Colts,L 11 - 19,0,2
Jaylon Johnson,Regular Season,3,09/27/2020,Falcons,W 30 - 26,1,0
Jaylon Johnson,Regular Season,1,09/13/2020,Lions,W 27 - 23,1,3
Jaylon Johnson,Post Season,1,01/10/2021,Saints,L 9 - 21,,
Jaleel Johnson,Regular Season,17,01/03/2021,Lions,W 37 - 35,,
Jaleel Johnson,Regular Season,16,12/25/2020,Saints,L 33 - 52,1,0
Jaleel Johnson,Regular Season,15,12/20/2020,Bears,L 27 - 33,2,0
Jaleel Johnson,Regular Season,14,12/13/2020,Buccaneers,L 14 - 26,1,0
Jaleel Johnson,Regular Season,13,12/06/2020,Jaguars,W 27 - 24,2,0
Jaleel Johnson,Regular Season,12,11/29/2020,Panthers,W 28 - 27,1,0
Jaleel Johnson,Regular Season,11,11/22/2020,Cowboys,L 28 - 31,4,0
Jaleel Johnson,Regular Season,10,11/17/2020,Bears,W 19 - 13,,
Jaleel Johnson,Regular Season,9,11/08/2020,Lions,W 34 - 20,0,0
Jaleel Johnson,Regular Season,8,11/01/2020,Packers,W 28 - 22,1,0
Jaleel Johnson,Regular Season,6,10/18/2020,Falcons,L 23 - 40,3,0
Jaleel Johnson,Regular Season,5,10/12/2020,Seahawks,L 26 - 27,1,0
Jaleel Johnson,Regular Season,4,10/04/2020,Texans,W 31 - 23,1,0
Jaleel Johnson,Regular Season,3,09/27/2020,Titans,L 30 - 31,2,0
Jaleel Johnson,Regular Season,2,09/20/2020,Colts,L 11 - 28,2,0
Jaleel Johnson,Regular Season,1,09/13/2020,Packers,L 34 - 43,1,0
Juwan Johnson,Regular Season,17,01/03/2021,Panthers,W 33 - 7,4,
Juwan Johnson,Regular Season,16,12/25/2020,Vikings,W 52 - 33,19,
Juwan Johnson,Regular Season,15,12/20/2020,Chiefs,L 29 - 32,,
Juwan Johnson,Regular Season,14,12/13/2020,Eagles,L 21 - 24,11,
Juwan Johnson,Regular Season,13,12/06/2020,Falcons,W 21 - 16,,
Juwan Johnson,Regular Season,8,11/01/2020,Bears,W 26 - 23,5,
Juwan Johnson,Regular Season,7,10/25/2020,Panthers,W 27 - 24,,
Juwan Johnson,Post Season,2,01/17/2021,Buccaneers,L 20 - 30,,
Juwan Johnson,Post Season,1,01/10/2021,Bears,W 21 - 9,,
Kerryon Johnson,Regular Season,17,01/03/2021,Vikings,L 35 - 37,,0
Kerryon Johnson,Regular Season,16,12/26/2020,Buccaneers,L 7 - 47,,2
Kerryon Johnson,Regular Season,15,12/20/2020,Titans,L 25 - 46,,
Kerryon Johnson,Regular Season,14,12/13/2020,Packers,L 24 - 31,1.5,1
Kerryon Johnson,Regular Season,13,12/06/2020,Bears,W 34 - 30,1,2
Kerryon Johnson,Regular Season,12,11/26/2020,Texans,L 25 - 41,4.2,4
Kerryon Johnson,Regular Season,11,11/22/2020,Panthers,L 0 - 20,2.8,2
Kerryon Johnson,Regular Season,10,11/15/2020,Football Team,W 30 - 27,3,
Kerryon Johnson,Regular Season,9,11/08/2020,Vikings,L 20 - 34,7.3,3
Kerryon Johnson,Regular Season,8,11/01/2020,Colts,L 21 - 41,,2
Kerryon Johnson,Regular Season,3,09/27/2020,Cardinals,W 26 - 23,5.3,1
Kerryon Johnson,Regular Season,7,10/25/2020,Falcons,W 23 - 22,,
Kerryon Johnson,Regular Season,2,09/20/2020,Packers,L 21 - 42,4,0
Kerryon Johnson,Regular Season,6,10/18/2020,Jaguars,W 34 - 16,2.3,1
Kerryon Johnson,Regular Season,4,10/04/2020,Saints,L 29 - 35,3,1
Kerryon Johnson,Regular Season,1,09/13/2020,Bears,L 23 - 27,2,
Lane Johnson,Regular Season,12,12/01/2020,Seahawks,L 17 - 23,,
Lane Johnson,Regular Season,11,11/22/2020,Browns,L 17 - 22,,
Lane Johnson,Regular Season,10,11/15/2020,Giants,L 17 - 27,,
Lane Johnson,Regular Season,8,11/02/2020,Cowboys,W 23 - 9,,
Lane Johnson,Regular Season,7,10/23/2020,Giants,W 22 - 21,,
Lane Johnson,Regular Season,6,10/18/2020,Ravens,L 28 - 30,,
Lane Johnson,Regular Season,1,09/13/2020,Football Team,L 17 - 27,,
Lane Johnson,Regular Season,5,10/11/2020,Steelers,L 29 - 38,,
Lane Johnson,Regular Season,4,10/05/2020,49ers,W 25 - 20,,
Lane Johnson,Regular Season,3,09/27/2020,Bengals,T 23 - 23,,
Lane Johnson,Regular Season,2,09/20/2020,Rams,L 19 - 37,,
Roderick Johnson,Regular Season,17,01/03/2021,Titans,L 38 - 41,,
Roderick Johnson,Regular Season,16,12/27/2020,Bengals,L 31 - 37,,
Roderick Johnson,Regular Season,15,12/20/2020,Colts,L 20 - 27,,
Roderick Johnson,Regular Season,14,12/13/2020,Bears,L 7 - 36,,
Roderick Johnson,Regular Season,13,12/06/2020,Colts,L 20 - 26,,
Roderick Johnson,Regular Season,12,11/26/2020,Lions,W 41 - 25,,
Roderick Johnson,Regular Season,11,11/22/2020,Patriots,W 27 - 20,,
Roderick Johnson,Regular Season,10,11/15/2020,Browns,L 7 - 10,,
Roderick Johnson,Regular Season,9,11/08/2020,Jaguars,W 27 - 25,,
Roderick Johnson,Regular Season,7,10/25/2020,Packers,L 20 - 35,,
Roderick Johnson,Regular Season,2,09/20/2020,Ravens,L 16 - 33,,
Roderick Johnson,Regular Season,6,10/18/2020,Titans,L 36 - 42,,
Roderick Johnson,Regular Season,1,09/11/2020,Chiefs,L 20 - 34,,
Roderick Johnson,Regular Season,5,10/11/2020,Jaguars,W 30 - 14,,
Roderick Johnson,Regular Season,4,10/04/2020,Vikings,L 23 - 31,,
Roderick Johnson,Regular Season,3,09/27/2020,Steelers,L 21 - 28,,
Marcus Johnson,Regular Season,16,12/27/2020,Steelers,L 24 - 28,,
Marcus Johnson,Regular Season,15,12/20/2020,Colts,L 20 - 27,,
Marcus Johnson,Regular Season,14,12/13/2020,Raiders,W 44 - 27,,
Marcus Johnson,Regular Season,13,12/06/2020,Texans,W 26 - 20,,
Marcus Johnson,Regular Season,12,11/29/2020,Colts,W 45 - 26,,
Marcus Johnson,Regular Season,11,11/22/2020,Colts,L 31 - 34,14,
Marcus Johnson,Regular Season,10,11/13/2020,Colts,L 17 - 34,,
Marcus Johnson,Regular Season,9,11/08/2020,Colts,W 24 - 10,7,
Marcus Johnson,Regular Season,8,11/01/2020,Lions,W 41 - 21,19.5,
Marcus Johnson,Regular Season,6,10/18/2020,Colts,L 27 - 31,21.6,
Marcus Johnson,Regular Season,5,10/11/2020,Browns,L 23 - 32,17.7,
Marcus Johnson,Regular Season,4,10/04/2020,Bears,W 19 - 11,27,
Tyler Johnson,Regular Season,17,01/03/2021,Falcons,W 44 - 27,16,
Tyler Johnson,Regular Season,16,12/26/2020,Lions,W 47 - 7,35,
Tyler Johnson,Regular Season,15,12/20/2020,Falcons,W 31 - 27,,
Tyler Johnson,Regular Season,14,12/13/2020,Vikings,W 26 - 14,,
Tyler Johnson,Regular Season,12,11/29/2020,Chiefs,L 24 - 27,,
Tyler Johnson,Regular Season,11,11/24/2020,Rams,L 24 - 27,,
Tyler Johnson,Regular Season,10,11/15/2020,Panthers,W 46 - 23,,
Tyler Johnson,Regular Season,9,11/09/2020,Saints,L 3 - 38,11,
Tyler Johnson,Regular Season,8,11/03/2020,Giants,W 25 - 23,17.5,
Tyler Johnson,Regular Season,3,09/27/2020,Broncos,W 28 - 10,,
Tyler Johnson,Regular Season,7,10/25/2020,Raiders,W 45 - 20,2,
Tyler Johnson,Regular Season,2,09/20/2020,Panthers,W 31 - 17,,
Tyler Johnson,Regular Season,6,10/18/2020,Packers,W 38 - 10,7,
Tyler Johnson,Regular Season,1,09/13/2020,Saints,L 23 - 34,,
Tyler Johnson,Regular Season,5,10/09/2020,Bears,L 19 - 20,15.3,
Tyler Johnson,Regular Season,4,10/04/2020,Chargers,W 38 - 31,,
Tyler Johnson,Post Season,2,01/17/2021,Saints,W 30 - 20,15,
Tyler Johnson,Post Season,1,01/10/2021,Football Team,W 31 - 23,,
Taron Johnson,Regular Season,17,01/03/2021,Dolphins,W 56 - 26,3,1
Taron Johnson,Regular Season,16,12/29/2020,Patriots,W 38 - 9,1,0
Taron Johnson,Regular Season,15,12/19/2020,Broncos,W 48 - 19,0,1
Taron Johnson,Regular Season,14,12/14/2020,Steelers,W 26 - 15,3,1
Taron Johnson,Regular Season,13,12/08/2020,49ers,W 34 - 24,3,0
Taron Johnson,Regular Season,12,11/29/2020,Chargers,W 27 - 17,3,2
Taron Johnson,Regular Season,10,11/15/2020,Cardinals,L 30 - 32,1,0
Taron Johnson,Regular Season,9,11/08/2020,Seahawks,W 44 - 34,2,0
Taron Johnson,Regular Season,8,11/01/2020,Patriots,W 24 - 21,0,0
Clay Johnston,Regular Season,17,01/03/2021,Saints,L 7 - 33,1,0
Taron Johnson,Regular Season,3,09/27/2020,Rams,W 35 - 32,1,0
Taron Johnson,Regular Season,7,10/25/2020,Jets,W 18 - 10,0,1
Taron Johnson,Regular Season,2,09/20/2020,Dolphins,W 31 - 28,2,0
Taron Johnson,Regular Season,6,10/19/2020,Chiefs,L 17 - 26,0,0
Taron Johnson,Regular Season,1,09/13/2020,Jets,W 27 - 17,1,1
Taron Johnson,Regular Season,5,10/13/2020,Titans,L 16 - 42,2,0
Taron Johnson,Regular Season,4,10/04/2020,Raiders,W 30 - 23,2,0
Taron Johnson,Post Season,2,01/17/2021,Ravens,W 17 - 3,0,1
Clay Johnston,Regular Season,16,12/27/2020,Football Team,W 20 - 13,,
Taron Johnson,Post Season,1,01/09/2021,Colts,W 27 - 24,1,0
Tyron Johnson,Regular Season,17,01/03/2021,Chiefs,W 38 - 21,17.5,
Tyron Johnson,Regular Season,16,12/27/2020,Broncos,W 19 - 16,8.7,
Tyron Johnson,Regular Season,15,12/18/2020,Raiders,W 30 - 27,20.3,
Tyron Johnson,Regular Season,14,12/13/2020,Falcons,W 20 - 17,9.2,
Tyron Johnson,Regular Season,13,12/06/2020,Patriots,L 0 - 45,1,
Tyron Johnson,Regular Season,12,11/29/2020,Bills,L 17 - 27,31.5,
Tyron Johnson,Regular Season,11,11/22/2020,Jets,W 34 - 28,54,
Tyron Johnson,Regular Season,10,11/15/2020,Dolphins,L 21 - 29,,
Tyron Johnson,Regular Season,9,11/08/2020,Raiders,L 26 - 31,50,
Tyron Johnson,Regular Season,8,11/01/2020,Broncos,L 30 - 31,,
Tyron Johnson,Regular Season,7,10/25/2020,Jaguars,W 39 - 29,,2
Tyron Johnson,Regular Season,5,10/13/2020,Saints,L 27 - 30,,1
Tyron Johnson,Regular Season,4,10/04/2020,Buccaneers,L 31 - 38,53,
Chris Jones,Regular Season,17,01/03/2021,Lions,W 37 - 35,,
Chris Jones,Regular Season,16,12/25/2020,Saints,L 33 - 52,0,0
Chris Jones,Regular Season,15,12/20/2020,Bears,L 27 - 33,0,0
Chris Jones,Regular Season,14,12/13/2020,Buccaneers,L 14 - 26,0,0
Chris Jones,Regular Season,13,12/06/2020,Jaguars,W 27 - 24,0,0
Chris Jones,Regular Season,12,11/29/2020,Panthers,W 28 - 27,1,0
Chris Jones,Regular Season,11,11/22/2020,Cowboys,L 28 - 31,0,0
Chris Jones,Regular Season,10,11/17/2020,Bears,W 19 - 13,0,0
Chris Jones,Regular Season,9,11/08/2020,Lions,W 34 - 20,0,0
Chris Jones,Regular Season,8,11/01/2020,Packers,W 28 - 22,,
Chris Jones,Regular Season,3,09/27/2020,Cardinals,W 26 - 23,,
Chris Jones,Regular Season,2,09/20/2020,Packers,L 21 - 42,,
Chris Jones,Regular Season,4,10/04/2020,Lions,W 35 - 29,,
Zack Johnson,Regular Season,15,12/20/2020,Panthers,W 24 - 16,,
Cameron Johnston,Regular Season,17,01/04/2021,Football Team,L 14 - 20,186,37.2
Cameron Johnston,Regular Season,16,12/27/2020,Cowboys,L 17 - 37,177,35.4
Cameron Johnston,Regular Season,15,12/20/2020,Cardinals,L 26 - 33,95,23.8
Cameron Johnston,Regular Season,14,12/13/2020,Saints,W 24 - 21,134,44.7
Cameron Johnston,Regular Season,13,12/06/2020,Packers,L 16 - 30,211,42.2
Cameron Johnston,Regular Season,12,12/01/2020,Seahawks,L 17 - 23,218,43.6
Cameron Johnston,Regular Season,11,11/22/2020,Browns,L 17 - 22,207,34.5
Cameron Johnston,Regular Season,10,11/15/2020,Giants,L 17 - 27,189,37.8
Cameron Johnston,Regular Season,8,11/02/2020,Cowboys,W 23 - 9,59,29.5
Cameron Johnston,Regular Season,7,10/23/2020,Giants,W 22 - 21,236,47.2
Cameron Johnston,Regular Season,6,10/18/2020,Ravens,L 28 - 30,252,42
Cameron Johnston,Regular Season,1,09/13/2020,Football Team,L 17 - 27,251,50.2
Cameron Johnston,Regular Season,5,10/11/2020,Steelers,L 29 - 38,88,44
Cameron Johnston,Regular Season,4,10/05/2020,49ers,W 25 - 20,281,46.8
Cameron Johnston,Regular Season,3,09/27/2020,Bengals,T 23 - 23,247,41.2
Cameron Johnston,Regular Season,2,09/20/2020,Rams,L 19 - 37,93,46.5
Aaron Jones,Regular Season,17,01/03/2021,Bears,W 35 - 16,3.8,4
Aaron Jones,Regular Season,16,12/28/2020,Titans,W 40 - 14,9.4,2
Aaron Jones,Regular Season,15,12/20/2020,Panthers,W 24 - 16,7.3,3
Aaron Jones,Regular Season,14,12/13/2020,Lions,W 31 - 24,4.6,2
Aaron Jones,Regular Season,13,12/06/2020,Eagles,W 30 - 16,8.7,3
Aaron Jones,Regular Season,12,11/30/2020,Bears,W 41 - 25,5.3,1
Aaron Jones,Regular Season,11,11/22/2020,Colts,L 31 - 34,4.1,4
Aaron Jones,Regular Season,10,11/15/2020,Jaguars,W 24 - 20,3.5,5
Aaron Jones,Regular Season,9,11/06/2020,49ers,W 34 - 17,3.9,5
Aaron Jones,Regular Season,8,11/01/2020,Vikings,L 22 - 28,,
Aaron Jones,Regular Season,7,10/25/2020,Texans,W 35 - 20,,
Aaron Jones,Regular Season,2,09/20/2020,Lions,W 42 - 21,9.3,4
Aaron Jones,Regular Season,6,10/18/2020,Buccaneers,L 10 - 38,1.5,3
Aaron Jones,Regular Season,4,10/06/2020,Falcons,W 30 - 16,4.7,5
Aaron Jones,Regular Season,3,09/28/2020,Saints,W 37 - 30,4.3,2
Aaron Jones,Regular Season,1,09/13/2020,Vikings,W 43 - 34,4.1,4
Aaron Jones,Post Season,2,01/16/2021,Rams,W 32 - 18,7.1,1
Abry Jones,Regular Season,3,09/25/2020,Dolphins,L 13 - 31,2,0
Abry Jones,Regular Season,2,09/20/2020,Titans,L 30 - 33,1,0
Abry Jones,Regular Season,6,10/18/2020,Lions,L 16 - 34,,
Abry Jones,Regular Season,5,10/11/2020,Texans,L 14 - 30,0,0
Abry Jones,Regular Season,4,10/04/2020,Bengals,L 25 - 33,0,0
Abry Jones,Regular Season,1,09/13/2020,Colts,W 27 - 20,1,0
Benito Jones,Regular Season,17,01/03/2021,Bills,L 26 - 56,,
Benito Jones,Regular Season,16,12/27/2020,Raiders,W 26 - 25,,
Benito Jones,Regular Season,15,12/20/2020,Patriots,W 22 - 12,,
Benito Jones,Regular Season,14,12/13/2020,Chiefs,L 27 - 33,,
Benito Jones,Regular Season,13,12/06/2020,Bengals,W 19 - 7,,
Benito Jones,Regular Season,12,11/29/2020,Jets,W 20 - 3,,
Benito Jones,Regular Season,11,11/22/2020,Broncos,L 13 - 20,1,0
Benito Jones,Regular Season,10,11/15/2020,Chargers,W 29 - 21,0,0
Benito Jones,Regular Season,8,11/01/2020,Rams,W 28 - 17,,
Benito Jones,Regular Season,6,10/18/2020,Jets,W 24 - 0,,
Brandon Jones,Regular Season,17,01/03/2021,Bills,L 26 - 56,0,0
Brandon Jones,Regular Season,16,12/27/2020,Raiders,W 26 - 25,1,0
Brandon Jones,Regular Season,15,12/20/2020,Patriots,W 22 - 12,2,0
Brandon Jones,Regular Season,14,12/13/2020,Chiefs,L 27 - 33,5,0
Brandon Jones,Regular Season,13,12/06/2020,Bengals,W 19 - 7,3,0
Brandon Jones,Regular Season,12,11/29/2020,Jets,W 20 - 3,1,0
Brandon Jones,Regular Season,11,11/22/2020,Broncos,L 13 - 20,1,0
Brandon Jones,Regular Season,10,11/15/2020,Chargers,W 29 - 21,2,0
Brandon Jones,Regular Season,9,11/08/2020,Cardinals,W 34 - 31,0,0
Brandon Jones,Regular Season,8,11/01/2020,Rams,W 28 - 17,1,0
Brandon Jones,Regular Season,3,09/25/2020,Jaguars,W 31 - 13,2,0
Brandon Jones,Regular Season,2,09/20/2020,Bills,L 28 - 31,0,0
Brandon Jones,Regular Season,6,10/18/2020,Jets,W 24 - 0,0,1
Brandon Jones,Regular Season,1,09/13/2020,Patriots,L 11 - 21,2,0
Brandon Jones,Regular Season,5,10/11/2020,49ers,W 43 - 17,1,0
Brandon Jones,Regular Season,4,10/04/2020,Seahawks,L 23 - 31,0,0
Byron Jones,Regular Season,17,01/03/2021,Bills,L 26 - 56,0,1
Byron Jones,Regular Season,16,12/27/2020,Raiders,W 26 - 25,3,0
Byron Jones,Regular Season,15,12/20/2020,Patriots,W 22 - 12,1,0
Byron Jones,Regular Season,14,12/13/2020,Chiefs,L 27 - 33,1,1
Byron Jones,Regular Season,13,12/06/2020,Bengals,W 19 - 7,0,0
Byron Jones,Regular Season,12,11/29/2020,Jets,W 20 - 3,0,0
Byron Jones,Regular Season,11,11/22/2020,Broncos,L 13 - 20,1,0
